country_code,region,year,hale_years
IND,South-East Asia,2011,58.2
IND,South-East Asia,2012,58.6
IND,South-East Asia,2013,58.8
IND,South-East Asia,2014,59.2
IND,South-East Asia,2015,59.6
IND,South-East Asia,2016,59.9
IND,South-East Asia,2017,60.2
IND,South-East Asia,2018,60.5
IND,South-East Asia,2019,60.9
IND,South-East Asia,2020,60.4
IND,South-East Asia,2021,58.1
IRL,Europe,2000,66.3
IRL,Europe,2001,66.8
IRL,Europe,2002,67.1
IRL,Europe,2003,67.4
IRL,Europe,2004,67.7
IRL,Europe,2005,68.0
IRL,Europe,2006,68.2
IRL,Europe,2007,68.4
IRL,Europe,2008,68.5
IRL,Europe,2009,68.5
IRL,Europe,2010,69.3
IRL,Europe,2011,69.2
IRL,Europe,2012,69.3
IRL,Europe,2013,69.5
IRL,Europe,2014,69.7
IRL,Europe,2015,69.8
IRL,Europe,2016,70.0
IRL,Europe,2017,70.2
IRL,Europe,2018,70.3
IRL,Europe,2019,70.5
IRL,Europe,2020,70.1
IRL,Europe,2021,70.0
IRN,Eastern Mediterranean,2000,63.2
IRN,Eastern Mediterranean,2001,63.4
IRN,Eastern Mediterranean,2002,63.6
IRN,Eastern Mediterranean,2003,63.1
IRN,Eastern Mediterranean,2004,64.0
IRN,Eastern Mediterranean,2005,64.3
IRN,Eastern Mediterranean,2006,64.5
IRN,Eastern Mediterranean,2007,64.8
IRN,Eastern Mediterranean,2008,65.0
IRN,Eastern Mediterranean,2009,65.2
IRN,Eastern Mediterranean,2010,65.5
IRN,Eastern Mediterranean,2011,65.7
IRN,Eastern Mediterranean,2012,65.9
IRN,Eastern Mediterranean,2013,66.0
IRN,Eastern Mediterranean,2014,66.1
IRN,Eastern Mediterranean,2015,66.1
IRN,Eastern Mediterranean,2016,66.2
IRN,Eastern Mediterranean,2017,66.3
IRN,Eastern Mediterranean,2018,66.5
IRN,Eastern Mediterranean,2019,66.6
IRN,Eastern Mediterranean,2020,64.5
IRN,Eastern Mediterranean,2021,64.0
IRQ,Eastern Mediterranean,2000,59.7
IRQ,Eastern Mediterranean,2001,60.0
IRQ,Eastern Mediterranean,2002,60.2
IRQ,Eastern Mediterranean,2003,59.2
IRQ,Eastern Mediterranean,2004,59.3
IRQ,Eastern Mediterranean,2005,59.0
IRQ,Eastern Mediterranean,2006,58.1
IRQ,Eastern Mediterranean,2007,58.2
IRQ,Eastern Mediterranean,2008,59.9
IRQ,Eastern Mediterranean,2009,60.6
IRQ,Eastern Mediterranean,2010,61.0
IRQ,Eastern Mediterranean,2011,61.2
IRQ,Eastern Mediterranean,2012,61.4
IRQ,Eastern Mediterranean,2013,61.0
IRQ,Eastern Mediterranean,2014,60.2
IRQ,Eastern Mediterranean,2015,60.8
IRQ,Eastern Mediterranean,2016,60.9
IRQ,Eastern Mediterranean,2017,61.2
IRQ,Eastern Mediterranean,2018,62.5
IRQ,Eastern Mediterranean,2019,62.4
IRQ,Eastern Mediterranean,2020,60.3
IRQ,Eastern Mediterranean,2021,61.0
ISL,Europe,2000,69.1
ISL,Europe,2001,69.4
ISL,Europe,2002,69.6
ISL,Europe,2003,69.8
ISL,Europe,2004,70.0
ISL,Europe,2005,70.1
ISL,Europe,2006,70.2
ISL,Europe,2007,70.3
ISL,Europe,2008,70.4
ISL,Europe,2009,70.6
ISL,Europe,2010,70.7
ISL,Europe,2011,70.8
ISL,Europe,2012,71.0
ISL,Europe,2013,71.0
ISL,Europe,2014,71.1
ISL,Europe,2015,71.1
ISL,Europe,2016,71.2
ISL,Europe,2017,71.3
ISL,Europe,2018,71.3
ISL,Europe,2019,71.4
ISL,Europe,2020,71.4
ISL,Europe,2021,71.4
ISR,Europe,2000,68.3
ISR,Europe,2001,68.5
ISR,Europe,2002,68.3
ISR,Europe,2003,68.7
ISR,Europe,2004,69.0
ISR,Europe,2005,69.1
ISR,Europe,2006,69.3
ISR,Europe,2007,69.4
ISR,Europe,2008,69.6
ISR,Europe,2009,70.1
ISR,Europe,2010,70.5
ISR,Europe,2011,70.6
ISR,Europe,2012,70.6
ISR,Europe,2013,70.9
ISR,Europe,2014,70.5
ISR,Europe,2015,71.0
ISR,Europe,2016,71.2
ISR,Europe,2017,71.3
ISR,Europe,2018,71.5
ISR,Europe,2019,71.5
ISR,Europe,2020,71.2
ISR,Europe,2021,70.8
ITA,Europe,2000,68.4
ITA,Europe,2001,68.6
ITA,Europe,2002,68.8
ITA,Europe,2003,68.8
ITA,Europe,2004,69.3
ITA,Europe,2005,69.3
ITA,Europe,2006,69.7
ITA,Europe,2007,69.9
ITA,Europe,2008,70.1
ITA,Europe,2009,70.2
ITA,Europe,2010,70.5
ITA,Europe,2011,70.5
ITA,Europe,2012,70.6
ITA,Europe,2013,70.9
ITA,Europe,2014,71.2
ITA,Europe,2015,70.9
ITA,Europe,2016,71.4
ITA,Europe,2017,71.1
ITA,Europe,2018,71.3
ITA,Europe,2019,71.4
ITA,Europe,2020,70.5
ITA,Europe,2021,70.6
JAM,Americas,2000,63.6
JAM,Americas,2001,63.5
JAM,Americas,2002,64.2
JAM,Americas,2003,64.6
JAM,Americas,2004,64.8
JAM,Americas,2005,62.8
JAM,Americas,2006,65.3
JAM,Americas,2007,61.4
JAM,Americas,2008,62.3
JAM,Americas,2009,63.5
JAM,Americas,2010,65.0
JAM,Americas,2011,64.0
JAM,Americas,2012,65.1
JAM,Americas,2013,65.2
JAM,Americas,2014,64.4
JAM,Americas,2015,63.6
JAM,Americas,2016,63.6
JAM,Americas,2017,63.6
JAM,Americas,2018,63.8
JAM,Americas,2019,63.6
JAM,Americas,2020,63.8
JAM,Americas,2021,61.7
JOR,Eastern Mediterranean,2000,63.2
JOR,Eastern Mediterranean,2001,63.2
JOR,Eastern Mediterranean,2002,63.4
JOR,Eastern Mediterranean,2003,63.8
JOR,Eastern Mediterranean,2004,63.9
JOR,Eastern Mediterranean,2005,63.8
JOR,Eastern Mediterranean,2006,64.2
JOR,Eastern Mediterranean,2007,64.9
JOR,Eastern Mediterranean,2008,65.5
JOR,Eastern Mediterranean,2009,65.9
JOR,Eastern Mediterranean,2010,66.1
JOR,Eastern Mediterranean,2011,66.3
JOR,Eastern Mediterranean,2012,66.5
JOR,Eastern Mediterranean,2013,66.8
JOR,Eastern Mediterranean,2014,67.1
JOR,Eastern Mediterranean,2015,67.5
JOR,Eastern Mediterranean,2016,67.7
JOR,Eastern Mediterranean,2017,67.9
JOR,Eastern Mediterranean,2018,68.3
JOR,Eastern Mediterranean,2019,68.4
JOR,Eastern Mediterranean,2020,66.7
JOR,Eastern Mediterranean,2021,65.1
JPN,Western Pacific,2000,71.1
JPN,Western Pacific,2001,71.3
JPN,Western Pacific,2002,71.5
JPN,Western Pacific,2003,71.6
JPN,Western Pacific,2004,71.7
JPN,Western Pacific,2005,71.7
JPN,Western Pacific,2006,71.9
JPN,Western Pacific,2007,72.0
JPN,Western Pacific,2008,72.1
JPN,Western Pacific,2009,72.3
JPN,Western Pacific,2010,72.3
JPN,Western Pacific,2011,72.1
JPN,Western Pacific,2012,72.5
JPN,Western Pacific,2013,72.7
JPN,Western Pacific,2014,72.9
JPN,Western Pacific,2015,73.1
JPN,Western Pacific,2016,73.2
JPN,Western Pacific,2017,73.4
JPN,Western Pacific,2018,73.5
JPN,Western Pacific,2019,73.6
JPN,Western Pacific,2020,73.6
JPN,Western Pacific,2021,73.4
KAZ,Europe,2000,56.4
KAZ,Europe,2001,56.7
KAZ,Europe,2002,57.0
KAZ,Europe,2003,56.8
KAZ,Europe,2004,57.1
KAZ,Europe,2005,57.1
KAZ,Europe,2006,57.4
KAZ,Europe,2007,57.7
KAZ,Europe,2008,58.9
KAZ,Europe,2009,60.0
KAZ,Europe,2010,60.0
KAZ,Europe,2011,60.6
KAZ,Europe,2012,61.1
KAZ,Europe,2013,61.9
KAZ,Europe,2014,62.6
KAZ,Europe,2015,63.0
KAZ,Europe,2016,63.3
KAZ,Europe,2017,63.8
KAZ,Europe,2018,63.9
KAZ,Europe,2019,64.0
KAZ,Europe,2020,62.5
KAZ,Europe,2021,61.6
KEN,Africa,2000,47.2
KEN,Africa,2001,47.4
KEN,Africa,2002,47.6
KEN,Africa,2003,48.0
KEN,Africa,2004,48.5
KEN,Africa,2005,49.3
KEN,Africa,2006,50.3
KEN,Africa,2007,51.2
KEN,Africa,2008,52.1
KEN,Africa,2009,53.0
KEN,Africa,2010,53.7
KEN,Africa,2011,54.3
KEN,Africa,2012,54.9
KEN,Africa,2013,55.4
KEN,Africa,2014,55.8
KEN,Africa,2015,56.4
KEN,Africa,2016,57.0
KEN,Africa,2017,57.5
KEN,Africa,2018,57.9
KEN,Africa,2019,58.2
KEN,Africa,2020,58.4
KEN,Africa,2021,58.2
KGZ,Europe,2000,58.1
KGZ,Europe,2001,58.7
KGZ,Europe,2002,58.5
KGZ,Europe,2003,58.5
KGZ,Europe,2004,59.1
KGZ,Europe,2005,59.2
KGZ,Europe,2006,59.3
KGZ,Europe,2007,59.9
KGZ,Europe,2008,60.3
KGZ,Europe,2009,60.9
KGZ,Europe,2010,61.1
KGZ,Europe,2011,61.5
KGZ,Europe,2012,61.8
KGZ,Europe,2013,62.5
KGZ,Europe,2014,62.6
KGZ,Europe,2015,63.2
KGZ,Europe,2016,64.1
KGZ,Europe,2017,64.2
KGZ,Europe,2018,64.6
KGZ,Europe,2019,64.8
KGZ,Europe,2020,63.0
KGZ,Europe,2021,63.4
KHM,Western Pacific,2000,51.8
KHM,Western Pacific,2001,52.6
KHM,Western Pacific,2002,53.5
KHM,Western Pacific,2003,54.3
KHM,Western Pacific,2004,55.0
KHM,Western Pacific,2005,55.8
KHM,Western Pacific,2006,56.5
KHM,Western Pacific,2007,57.1
KHM,Western Pacific,2008,57.8
KHM,Western Pacific,2009,58.3
KHM,Western Pacific,2010,58.7
KHM,Western Pacific,2011,59.2
KHM,Western Pacific,2012,59.6
KHM,Western Pacific,2013,59.9
KHM,Western Pacific,2014,60.2
KHM,Western Pacific,2015,60.5
KHM,Western Pacific,2016,60.7
KHM,Western Pacific,2017,60.9
KHM,Western Pacific,2018,61.1
KHM,Western Pacific,2019,61.3
KHM,Western Pacific,2020,61.5
KHM,Western Pacific,2021,60.6
KIR,Western Pacific,2000,52.9
KIR,Western Pacific,2001,53.1
KIR,Western Pacific,2002,53.3
KIR,Western Pacific,2003,53.5
KIR,Western Pacific,2004,53.6
KIR,Western Pacific,2005,53.7
KIR,Western Pacific,2006,53.8
KIR,Western Pacific,2007,53.9
KIR,Western Pacific,2008,53.9
KIR,Western Pacific,2009,54.0
KIR,Western Pacific,2010,54.0
KIR,Western Pacific,2011,54.1
KIR,Western Pacific,2012,54.1
KIR,Western Pacific,2013,54.2
KIR,Western Pacific,2014,54.3
KIR,Western Pacific,2015,54.3
KIR,Western Pacific,2016,54.4
KIR,Western Pacific,2017,54.4
KIR,Western Pacific,2018,53.5
KIR,Western Pacific,2019,54.7
KIR,Western Pacific,2020,54.5
KIR,Western Pacific,2021,53.6
KOR,Western Pacific,2000,66.6
KOR,Western Pacific,2001,67.1
KOR,Western Pacific,2002,67.4
KOR,Western Pacific,2003,67.8
KOR,Western Pacific,2004,68.1
KOR,Western Pacific,2005,68.5
KOR,Western Pacific,2006,68.9
KOR,Western Pacific,2007,69.2
KOR,Western Pacific,2008,69.6
KOR,Western Pacific,2009,70.0
KOR,Western Pacific,2010,70.1
KOR,Western Pacific,2011,70.4
KOR,Western Pacific,2012,70.6
KOR,Western Pacific,2013,70.9
KOR,Western Pacific,2014,71.3
KOR,Western Pacific,2015,71.5
KOR,Western Pacific,2016,71.7
KOR,Western Pacific,2017,72.0
KOR,Western Pacific,2018,72.1
KOR,Western Pacific,2019,72.5
KOR,Western Pacific,2020,72.5
KOR,Western Pacific,2021,72.5
KWT,Eastern Mediterranean,2000,67.3
KWT,Eastern Mediterranean,2001,68.1
KWT,Eastern Mediterranean,2002,67.7
KWT,Eastern Mediterranean,2003,68.0
KWT,Eastern Mediterranean,2004,67.8
KWT,Eastern Mediterranean,2005,67.7
KWT,Eastern Mediterranean,2006,67.8
KWT,Eastern Mediterranean,2007,68.1
KWT,Eastern Mediterranean,2008,67.5
KWT,Eastern Mediterranean,2009,68.1
KWT,Eastern Mediterranean,2010,69.0
KWT,Eastern Mediterranean,2011,69.7
KWT,Eastern Mediterranean,2012,69.6
KWT,Eastern Mediterranean,2013,69.9
KWT,Eastern Mediterranean,2014,70.0
KWT,Eastern Mediterranean,2015,69.7
KWT,Eastern Mediterranean,2016,70.5
KWT,Eastern Mediterranean,2017,70.6
KWT,Eastern Mediterranean,2018,70.8
KWT,Eastern Mediterranean,2019,70.5
KWT,Eastern Mediterranean,2020,67.7
KWT,Eastern Mediterranean,2021,67.8
LAO,Western Pacific,2000,51.7
LAO,Western Pacific,2001,52.3
LAO,Western Pacific,2002,52.9
LAO,Western Pacific,2003,53.4
LAO,Western Pacific,2004,53.9
LAO,Western Pacific,2005,54.4
LAO,Western Pacific,2006,55.0
LAO,Western Pacific,2007,55.5
LAO,Western Pacific,2008,56.1
LAO,Western Pacific,2009,56.6
LAO,Western Pacific,2010,57.2
LAO,Western Pacific,2011,57.7
LAO,Western Pacific,2012,58.1
LAO,Western Pacific,2013,58.5
LAO,Western Pacific,2014,59.0
LAO,Western Pacific,2015,59.3
LAO,Western Pacific,2016,59.7
LAO,Western Pacific,2017,60.1
LAO,Western Pacific,2018,60.3
LAO,Western Pacific,2019,60.6
LAO,Western Pacific,2020,60.9
LAO,Western Pacific,2021,60.4
LBN,Eastern Mediterranean,2000,65.0
LBN,Eastern Mediterranean,2001,65.3
LBN,Eastern Mediterranean,2002,65.6
LBN,Eastern Mediterranean,2003,65.8
LBN,Eastern Mediterranean,2004,66.0
LBN,Eastern Mediterranean,2005,66.1
LBN,Eastern Mediterranean,2006,65.7
LBN,Eastern Mediterranean,2007,66.3
LBN,Eastern Mediterranean,2008,66.3
LBN,Eastern Mediterranean,2009,66.4
LBN,Eastern Mediterranean,2010,66.6
LBN,Eastern Mediterranean,2011,66.6
LBN,Eastern Mediterranean,2012,66.6
LBN,Eastern Mediterranean,2013,66.7
LBN,Eastern Mediterranean,2014,66.7
LBN,Eastern Mediterranean,2015,66.8
LBN,Eastern Mediterranean,2016,67.1
LBN,Eastern Mediterranean,2017,67.2
LBN,Eastern Mediterranean,2018,67.5
LBN,Eastern Mediterranean,2019,67.4
LBN,Eastern Mediterranean,2020,66.0
LBN,Eastern Mediterranean,2021,63.2
LBR,Africa,2000,45.1
LBR,Africa,2001,45.7
LBR,Africa,2002,45.4
LBR,Africa,2003,45.4
LBR,Africa,2004,47.8
LBR,Africa,2005,48.7
LBR,Africa,2006,49.6
LBR,Africa,2007,50.3
LBR,Africa,2008,50.7
LBR,Africa,2009,51.1
LBR,Africa,2010,51.4
LBR,Africa,2011,51.7
LBR,Africa,2012,52.0
LBR,Africa,2013,52.3
LBR,Africa,2014,49.7
LBR,Africa,2015,51.6
LBR,Africa,2016,53.0
LBR,Africa,2017,53.3
LBR,Africa,2018,53.7
LBR,Africa,2019,54.0
LBR,Africa,2020,53.9
LBR,Africa,2021,54.0
LBY,Eastern Mediterranean,2000,64.2
LBY,Eastern Mediterranean,2001,64.0
LBY,Eastern Mediterranean,2002,63.8
LBY,Eastern Mediterranean,2003,63.8
LBY,Eastern Mediterranean,2004,64.0
LBY,Eastern Mediterranean,2005,64.1
LBY,Eastern Mediterranean,2006,64.6
LBY,Eastern Mediterranean,2007,64.4
LBY,Eastern Mediterranean,2008,64.2
LBY,Eastern Mediterranean,2009,64.1
LBY,Eastern Mediterranean,2010,64.0
LBY,Eastern Mediterranean,2011,61.8
LBY,Eastern Mediterranean,2012,63.8
LBY,Eastern Mediterranean,2013,64.1
LBY,Eastern Mediterranean,2014,62.7
LBY,Eastern Mediterranean,2015,62.7
LBY,Eastern Mediterranean,2016,62.7
LBY,Eastern Mediterranean,2017,63.1
LBY,Eastern Mediterranean,2018,63.4
LBY,Eastern Mediterranean,2019,63.4
LBY,Eastern Mediterranean,2020,62.5
LBY,Eastern Mediterranean,2021,62.1
LCA,Americas,2000,63.5
LCA,Americas,2001,63.6
LCA,Americas,2002,63.8
LCA,Americas,2003,64.0
LCA,Americas,2004,64.2
LCA,Americas,2005,64.5
LCA,Americas,2006,64.7
LCA,Americas,2007,65.1
LCA,Americas,2008,65.3
LCA,Americas,2009,65.5
LCA,Americas,2010,65.6
LCA,Americas,2011,65.8
LCA,Americas,2012,65.9
LCA,Americas,2013,65.7
LCA,Americas,2014,65.8
LCA,Americas,2015,65.9
LCA,Americas,2016,65.8
LCA,Americas,2017,65.7
LCA,Americas,2018,65.7
LCA,Americas,2019,65.7
LCA,Americas,2020,65.2
LCA,Americas,2021,61.8
LKA,South-East Asia,2000,62.4
LKA,South-East Asia,2001,63.3
LKA,South-East Asia,2002,63.9
LKA,South-East Asia,2003,63.9
LKA,South-East Asia,2004,60.4
LKA,South-East Asia,2005,64.0
LKA,South-East Asia,2006,63.9
LKA,South-East Asia,2007,64.3
LKA,South-East Asia,2008,63.7
LKA,South-East Asia,2009,63.1
LKA,South-East Asia,2010,64.5
LKA,South-East Asia,2011,65.2
LKA,South-East Asia,2012,65.8
LKA,South-East Asia,2013,65.9
LKA,South-East Asia,2014,66.2
LKA,South-East Asia,2015,66.4
LKA,South-East Asia,2016,66.6
LKA,South-East Asia,2017,66.7
LKA,South-East Asia,2018,66.9
LKA,South-East Asia,2019,67.1
LKA,South-East Asia,2020,69.3
LKA,South-East Asia,2021,66.7
LSO,Africa,2000,41.8
LSO,Africa,2001,42.2
LSO,Africa,2002,42.0
LSO,Africa,2003,40.1
LSO,Africa,2004,38.6
LSO,Africa,2005,37.6
LSO,Africa,2006,37.4
LSO,Africa,2007,38.6
LSO,Africa,2008,40.3
LSO,Africa,2009,41.5
LSO,Africa,2010,42.4
LSO,Africa,2011,42.8
LSO,Africa,2012,42.7
LSO,Africa,2013,42.7
LSO,Africa,2014,42.4
LSO,Africa,2015,42.6
LSO,Africa,2016,43.5
LSO,Africa,2017,44.5
LSO,Africa,2018,44.9
LSO,Africa,2019,45.0
LSO,Africa,2020,45.1
LSO,Africa,2021,44.6
LTU,Europe,2000,62.6
LTU,Europe,2001,62.2
LTU,Europe,2002,62.4
LTU,Europe,2003,62.5
LTU,Europe,2004,62.6
LTU,Europe,2005,62.0
LTU,Europe,2006,61.9
LTU,Europe,2007,61.6
LTU,Europe,2008,62.4
LTU,Europe,2009,63.3
LTU,Europe,2010,63.5
LTU,Europe,2011,63.9
LTU,Europe,2012,64.1
LTU,Europe,2013,64.2
LTU,Europe,2014,64.7
LTU,Europe,2015,64.7
LTU,Europe,2016,65.0
LTU,Europe,2017,65.6
LTU,Europe,2018,65.8
LTU,Europe,2019,66.2
LTU,Europe,2020,65.1
LTU,Europe,2021,64.2
LUX,Europe,2000,67.9
LUX,Europe,2001,68.0
LUX,Europe,2002,68.2
LUX,Europe,2003,68.4
LUX,Europe,2004,68.5
LUX,Europe,2005,68.8
LUX,Europe,2006,69.1
LUX,Europe,2007,69.3
LUX,Europe,2008,69.6
LUX,Europe,2009,69.9
LUX,Europe,2010,70.1
LUX,Europe,2011,70.3
LUX,Europe,2012,70.4
LUX,Europe,2013,70.7
LUX,Europe,2014,70.9
LUX,Europe,2015,71.1
LUX,Europe,2016,71.3
LUX,Europe,2017,71.4
LUX,Europe,2018,71.5
LUX,Europe,2019,71.5
LUX,Europe,2020,71.3
LUX,Europe,2021,71.2
LVA,Europe,2000,61.2
LVA,Europe,2001,60.9
LVA,Europe,2002,61.2
LVA,Europe,2003,61.7
LVA,Europe,2004,61.9
LVA,Europe,2005,61.7
LVA,Europe,2006,61.7
LVA,Europe,2007,62.0
LVA,Europe,2008,62.9
LVA,Europe,2009,63.5
LVA,Europe,2010,63.7
LVA,Europe,2011,64.4
LVA,Europe,2012,64.6
LVA,Europe,2013,64.8
LVA,Europe,2014,65.0
LVA,Europe,2015,65.4
LVA,Europe,2016,65.5
LVA,Europe,2017,65.5
LVA,Europe,2018,65.5
LVA,Europe,2019,66.0
LVA,Europe,2020,65.8
LVA,Europe,2021,63.8
MAR,Eastern Mediterranean,2000,60.7
MAR,Eastern Mediterranean,2001,60.9
MAR,Eastern Mediterranean,2002,61.1
MAR,Eastern Mediterranean,2003,61.2
MAR,Eastern Mediterranean,2004,61.3
MAR,Eastern Mediterranean,2005,61.5
MAR,Eastern Mediterranean,2006,61.6
MAR,Eastern Mediterranean,2007,61.8
MAR,Eastern Mediterranean,2008,62.0
MAR,Eastern Mediterranean,2009,62.2
MAR,Eastern Mediterranean,2010,62.4
MAR,Eastern Mediterranean,2011,62.6
MAR,Eastern Mediterranean,2012,62.8
MAR,Eastern Mediterranean,2013,62.9
MAR,Eastern Mediterranean,2014,63.1
MAR,Eastern Mediterranean,2015,63.2
MAR,Eastern Mediterranean,2016,63.3
MAR,Eastern Mediterranean,2017,63.4
MAR,Eastern Mediterranean,2018,63.5
MAR,Eastern Mediterranean,2019,63.6
MAR,Eastern Mediterranean,2020,62.4
MAR,Eastern Mediterranean,2021,62.3
MDA,Europe,2000,58.0
MDA,Europe,2001,58.5
MDA,Europe,2002,58.5
MDA,Europe,2003,58.6
MDA,Europe,2004,59.0
MDA,Europe,2005,58.5
MDA,Europe,2006,59.1
MDA,Europe,2007,59.5
MDA,Europe,2008,59.9
MDA,Europe,2009,60.1
MDA,Europe,2010,59.9
MDA,Europe,2011,61.6
MDA,Europe,2012,61.9
MDA,Europe,2013,62.8
MDA,Europe,2014,62.6
MDA,Europe,2015,62.7
MDA,Europe,2016,63.3
MDA,Europe,2017,64.1
MDA,Europe,2018,64.1
MDA,Europe,2019,64.4
MDA,Europe,2020,63.4
MDA,Europe,2021,61.2
MDG,Africa,2000,51.3
MDG,Africa,2001,51.8
MDG,Africa,2002,52.0
MDG,Africa,2003,52.3
MDG,Africa,2004,52.6
MDG,Africa,2005,53.1
MDG,Africa,2006,53.6
MDG,Africa,2007,54.1
MDG,Africa,2008,54.4
MDG,Africa,2009,54.7
MDG,Africa,2010,55.0
MDG,Africa,2011,55.2
MDG,Africa,2012,55.4
MDG,Africa,2013,55.5
MDG,Africa,2014,55.7
MDG,Africa,2015,55.8
MDG,Africa,2016,55.9
MDG,Africa,2017,56.0
MDG,Africa,2018,56.1
MDG,Africa,2019,56.2
MDG,Africa,2020,55.4
MDG,Africa,2021,55.1
MDV,South-East Asia,2000,61.4
MDV,South-East Asia,2001,62.0
MDV,South-East Asia,2002,62.6
MDV,South-East Asia,2003,63.2
MDV,South-East Asia,2004,63.0
MDV,South-East Asia,2005,64.4
MDV,South-East Asia,2006,64.8
MDV,South-East Asia,2007,65.1
MDV,South-East Asia,2008,65.5
MDV,South-East Asia,2009,65.8
MDV,South-East Asia,2010,66.1
MDV,South-East Asia,2011,66.4
MDV,South-East Asia,2012,66.9
MDV,South-East Asia,2013,67.3
MDV,South-East Asia,2014,67.7
MDV,South-East Asia,2015,68.0
MDV,South-East Asia,2016,68.4
MDV,South-East Asia,2017,68.7
MDV,South-East Asia,2018,69.1
MDV,South-East Asia,2019,66.9
MDV,South-East Asia,2020,67.4
MDV,South-East Asia,2021,66.7
MEX,Americas,2000,64.1
MEX,Americas,2001,64.4
MEX,Americas,2002,64.4
MEX,Americas,2003,64.5
MEX,Americas,2004,64.8
MEX,Americas,2005,64.7
MEX,Americas,2006,65.0
MEX,Americas,2007,65.1
MEX,Americas,2008,64.8
MEX,Americas,2009,64.8
MEX,Americas,2010,64.6
MEX,Americas,2011,65.0
MEX,Americas,2012,65.2
MEX,Americas,2013,65.4
MEX,Americas,2014,65.4
MEX,Americas,2015,65.5
MEX,Americas,2016,65.4
MEX,Americas,2017,65.5
MEX,Americas,2018,65.5
MEX,Americas,2019,65.5
MEX,Americas,2020,61.6
MEX,Americas,2021,61.4
MKD,Europe,2000,63.9
MKD,Europe,2001,64.1
MKD,Europe,2002,63.9
MKD,Europe,2003,64.2
MKD,Europe,2004,64.5
MKD,Europe,2005,64.6
MKD,Europe,2006,64.7
MKD,Europe,2007,64.6
MKD,Europe,2008,65.1
MKD,Europe,2009,65.3
MKD,Europe,2010,65.5
MKD,Europe,2011,65.6
MKD,Europe,2012,65.6
MKD,Europe,2013,66.0
MKD,Europe,2014,65.9
MKD,Europe,2015,66.0
MKD,Europe,2016,66.1
MKD,Europe,2017,66.5
MKD,Europe,2018,66.8
MKD,Europe,2019,66.7
MKD,Europe,2020,65.1
MKD,Europe,2021,63.7
MLI,Africa,2000,46.1
MLI,Africa,2001,46.5
MLI,Africa,2002,47.0
MLI,Africa,2003,47.6
MLI,Africa,2004,48.3
MLI,Africa,2005,48.8
MLI,Africa,2006,49.2
MLI,Africa,2007,49.8
MLI,Africa,2008,50.2
MLI,Africa,2009,50.7
MLI,Africa,2010,51.1
MLI,Africa,2011,51.4
MLI,Africa,2012,51.7
MLI,Africa,2013,51.8
MLI,Africa,2014,52.1
MLI,Africa,2015,52.4
MLI,Africa,2016,52.9
MLI,Africa,2017,53.2
MLI,Africa,2018,53.4
MLI,Africa,2019,53.8
MLI,Africa,2020,53.5
MLI,Africa,2021,53.6
MLT,Europe,2000,68.0
MLT,Europe,2001,68.2
MLT,Europe,2002,68.5
MLT,Europe,2003,68.6
MLT,Europe,2004,68.8
MLT,Europe,2005,69.0
MLT,Europe,2006,69.1
MLT,Europe,2007,69.3
MLT,Europe,2008,69.5
MLT,Europe,2009,69.8
MLT,Europe,2010,69.9
MLT,Europe,2011,70.1
MLT,Europe,2012,70.3
MLT,Europe,2013,70.5
MLT,Europe,2014,70.7
MLT,Europe,2015,70.9
MLT,Europe,2016,71.0
MLT,Europe,2017,71.1
MLT,Europe,2018,71.3
MLT,Europe,2019,71.2
MLT,Europe,2020,70.9
MLT,Europe,2021,70.7
MMR,South-East Asia,2000,52.4
MMR,South-East Asia,2001,52.8
MMR,South-East Asia,2002,53.2
MMR,South-East Asia,2003,53.6
MMR,South-East Asia,2004,54.0
MMR,South-East Asia,2005,54.5
MMR,South-East Asia,2006,55.0
MMR,South-East Asia,2007,55.6
MMR,South-East Asia,2008,50.5
MMR,South-East Asia,2009,56.6
MMR,South-East Asia,2010,57.2
MMR,South-East Asia,2011,57.7
MMR,South-East Asia,2012,58.2
MMR,South-East Asia,2013,58.7
MMR,South-East Asia,2014,59.2
MMR,South-East Asia,2015,59.6
MMR,South-East Asia,2016,59.9
MMR,South-East Asia,2017,60.0
MMR,South-East Asia,2018,60.5
MMR,South-East Asia,2019,60.7
MMR,South-East Asia,2020,60.7
MMR,South-East Asia,2021,59.8
MNE,Europe,2000,64.4
MNE,Europe,2001,64.5
MNE,Europe,2002,64.6
MNE,Europe,2003,64.6
MNE,Europe,2004,64.7
MNE,Europe,2005,64.9
MNE,Europe,2006,65.2
MNE,Europe,2007,65.5
MNE,Europe,2008,65.7
MNE,Europe,2009,66.0
MNE,Europe,2010,66.3
MNE,Europe,2011,66.5
MNE,Europe,2012,66.7
MNE,Europe,2013,66.9
MNE,Europe,2014,67.1
MNE,Europe,2015,67.3
MNE,Europe,2016,67.4
MNE,Europe,2017,67.5
MNE,Europe,2018,67.5
MNE,Europe,2019,67.3
MNE,Europe,2020,66.1
MNE,Europe,2021,65.1
MNG,Western Pacific,2000,55.6
MNG,Western Pacific,2001,55.9
MNG,Western Pacific,2002,56.4
MNG,Western Pacific,2003,56.8
MNG,Western Pacific,2004,57.1
MNG,Western Pacific,2005,57.5
MNG,Western Pacific,2006,57.9
MNG,Western Pacific,2007,58.4
MNG,Western Pacific,2008,58.9
MNG,Western Pacific,2009,58.9
MNG,Western Pacific,2010,59.1
MNG,Western Pacific,2011,59.2
MNG,Western Pacific,2012,59.6
