country_code,region,year,hale_years
MNG,Western Pacific,2013,60.1
MNG,Western Pacific,2014,60.5
MNG,Western Pacific,2015,60.8
MNG,Western Pacific,2016,61.1
MNG,Western Pacific,2017,61.5
MNG,Western Pacific,2018,61.8
MNG,Western Pacific,2019,62.0
MNG,Western Pacific,2020,63.4
MNG,Western Pacific,2021,61.3
MOZ,Africa,2000,43.6
MOZ,Africa,2001,43.9
MOZ,Africa,2002,44.1
MOZ,Africa,2003,44.4
MOZ,Africa,2004,44.6
MOZ,Africa,2005,44.8
MOZ,Africa,2006,45.0
MOZ,Africa,2007,45.4
MOZ,Africa,2008,45.9
MOZ,Africa,2009,46.2
MOZ,Africa,2010,46.2
MOZ,Africa,2011,46.4
MOZ,Africa,2012,46.6
MOZ,Africa,2013,47.0
MOZ,Africa,2014,47.7
MOZ,Africa,2015,48.4
MOZ,Africa,2016,49.1
MOZ,Africa,2017,49.7
MOZ,Africa,2018,50.2
MOZ,Africa,2019,50.6
MOZ,Africa,2020,50.7
MOZ,Africa,2021,49.7
MRT,Africa,2000,55.2
MRT,Africa,2001,55.7
MRT,Africa,2002,56.3
MRT,Africa,2003,56.8
MRT,Africa,2004,57.3
MRT,Africa,2005,57.8
MRT,Africa,2006,58.4
MRT,Africa,2007,58.8
MRT,Africa,2008,59.3
MRT,Africa,2009,59.7
MRT,Africa,2010,60.0
MRT,Africa,2011,60.3
MRT,Africa,2012,60.6
MRT,Africa,2013,60.7
MRT,Africa,2014,60.8
MRT,Africa,2015,61.0
MRT,Africa,2016,61.1
MRT,Africa,2017,61.3
MRT,Africa,2018,61.4
MRT,Africa,2019,61.6
MRT,Africa,2020,60.6
MRT,Africa,2021,60.4
MUS,Africa,2000,62.2
MUS,Africa,2001,62.4
MUS,Africa,2002,62.6
MUS,Africa,2003,62.7
MUS,Africa,2004,62.8
MUS,Africa,2005,62.9
MUS,Africa,2006,63.0
MUS,Africa,2007,63.2
MUS,Africa,2008,63.4
MUS,Africa,2009,63.6
MUS,Africa,2010,63.8
MUS,Africa,2011,63.9
MUS,Africa,2012,64.0
MUS,Africa,2013,64.1
MUS,Africa,2014,64.2
MUS,Africa,2015,64.3
MUS,Africa,2016,64.3
MUS,Africa,2017,64.3
MUS,Africa,2018,64.2
MUS,Africa,2019,64.2
MUS,Africa,2020,63.8
MUS,Africa,2021,63.6
MWI,Africa,2000,39.0
MWI,Africa,2001,39.7
MWI,Africa,2002,40.5
MWI,Africa,2003,41.4
MWI,Africa,2004,42.3
MWI,Africa,2005,43.4
MWI,Africa,2006,44.8
MWI,Africa,2007,46.2
MWI,Africa,2008,47.7
MWI,Africa,2009,48.9
MWI,Africa,2010,49.9
MWI,Africa,2011,51.0
MWI,Africa,2012,52.1
MWI,Africa,2013,53.1
MWI,Africa,2014,53.8
MWI,Africa,2015,54.3
MWI,Africa,2016,54.6
MWI,Africa,2017,54.9
MWI,Africa,2018,55.3
MWI,Africa,2019,55.5
MWI,Africa,2020,55.7
MWI,Africa,2021,54.7
MYS,Western Pacific,2000,64.1
MYS,Western Pacific,2001,64.5
MYS,Western Pacific,2002,64.8
MYS,Western Pacific,2003,64.7
MYS,Western Pacific,2004,64.8
MYS,Western Pacific,2005,65.1
MYS,Western Pacific,2006,65.2
MYS,Western Pacific,2007,65.4
MYS,Western Pacific,2008,65.2
MYS,Western Pacific,2009,65.1
MYS,Western Pacific,2010,65.1
MYS,Western Pacific,2011,65.2
MYS,Western Pacific,2012,65.5
MYS,Western Pacific,2013,65.6
MYS,Western Pacific,2014,65.5
MYS,Western Pacific,2015,65.2
MYS,Western Pacific,2016,65.3
MYS,Western Pacific,2017,65.3
MYS,Western Pacific,2018,65.4
MYS,Western Pacific,2019,65.5
MYS,Western Pacific,2020,67.0
MYS,Western Pacific,2021,63.9
NAM,Africa,2000,46.7
NAM,Africa,2001,46.2
NAM,Africa,2002,45.7
NAM,Africa,2003,45.4
NAM,Africa,2004,45.6
NAM,Africa,2005,46.6
NAM,Africa,2006,48.1
NAM,Africa,2007,49.9
NAM,Africa,2008,51.4
NAM,Africa,2009,52.1
NAM,Africa,2010,52.7
NAM,Africa,2011,53.3
NAM,Africa,2012,53.8
NAM,Africa,2013,54.1
NAM,Africa,2014,54.2
NAM,Africa,2015,54.1
NAM,Africa,2016,54.3
NAM,Africa,2017,54.6
NAM,Africa,2018,55.0
NAM,Africa,2019,55.5
NAM,Africa,2020,55.7
NAM,Africa,2021,52.8
NER,Africa,2000,43.9
NER,Africa,2001,44.4
NER,Africa,2002,45.3
NER,Africa,2003,46.1
NER,Africa,2004,47.0
NER,Africa,2005,47.8
NER,Africa,2006,48.7
NER,Africa,2007,49.3
NER,Africa,2008,50.1
NER,Africa,2009,50.6
NER,Africa,2010,51.0
NER,Africa,2011,51.3
NER,Africa,2012,51.6
NER,Africa,2013,51.9
NER,Africa,2014,52.2
NER,Africa,2015,52.3
NER,Africa,2016,52.5
NER,Africa,2017,52.9
NER,Africa,2018,53.0
NER,Africa,2019,53.2
NER,Africa,2020,53.0
NER,Africa,2021,52.6
NGA,Africa,2000,46.6
NGA,Africa,2001,47.0
NGA,Africa,2002,47.5
NGA,Africa,2003,48.0
NGA,Africa,2004,48.6
NGA,Africa,2005,49.2
NGA,Africa,2006,49.8
NGA,Africa,2007,50.3
NGA,Africa,2008,50.9
NGA,Africa,2009,51.4
NGA,Africa,2010,51.9
NGA,Africa,2011,52.2
NGA,Africa,2012,52.6
NGA,Africa,2013,53.0
NGA,Africa,2014,53.3
NGA,Africa,2015,53.6
NGA,Africa,2016,53.9
NGA,Africa,2017,54.2
NGA,Africa,2018,54.5
NGA,Africa,2019,54.8
NGA,Africa,2020,54.5
NGA,Africa,2021,54.9
NIC,Americas,2000,65.3
NIC,Americas,2001,65.3
NIC,Americas,2002,65.2
NIC,Americas,2003,65.1
NIC,Americas,2004,65.2
NIC,Americas,2005,65.1
NIC,Americas,2006,65.9
NIC,Americas,2007,65.7
NIC,Americas,2008,65.7
NIC,Americas,2009,65.8
NIC,Americas,2010,66.2
NIC,Americas,2011,66.1
NIC,Americas,2012,66.2
NIC,Americas,2013,66.4
NIC,Americas,2014,66.6
NIC,Americas,2015,67.2
NIC,Americas,2016,66.9
NIC,Americas,2017,67.4
NIC,Americas,2018,67.3
NIC,Americas,2019,67.7
NIC,Americas,2020,64.8
NIC,Americas,2021,64.6
NLD,Europe,2000,68.1
NLD,Europe,2001,68.3
NLD,Europe,2002,68.3
NLD,Europe,2003,68.5
NLD,Europe,2004,68.9
NLD,Europe,2005,69.1
NLD,Europe,2006,69.4
NLD,Europe,2007,69.7
NLD,Europe,2008,69.8
NLD,Europe,2009,70.0
NLD,Europe,2010,70.1
NLD,Europe,2011,70.3
NLD,Europe,2012,70.2
NLD,Europe,2013,70.3
NLD,Europe,2014,70.5
NLD,Europe,2015,70.4
NLD,Europe,2016,70.4
NLD,Europe,2017,70.5
NLD,Europe,2018,70.8
NLD,Europe,2019,71.1
NLD,Europe,2020,70.2
NLD,Europe,2021,70.0
NOR,Europe,2000,67.8
NOR,Europe,2001,68.0
NOR,Europe,2002,68.1
NOR,Europe,2003,68.5
NOR,Europe,2004,68.9
NOR,Europe,2005,69.1
NOR,Europe,2006,69.2
NOR,Europe,2007,69.3
NOR,Europe,2008,69.4
NOR,Europe,2009,69.6
NOR,Europe,2010,69.7
NOR,Europe,2011,69.8
NOR,Europe,2012,70.1
NOR,Europe,2013,70.3
NOR,Europe,2014,70.7
NOR,Europe,2015,70.9
NOR,Europe,2016,70.9
NOR,Europe,2017,71.0
NOR,Europe,2018,71.1
NOR,Europe,2019,71.2
NOR,Europe,2020,71.2
NOR,Europe,2021,71.2
NPL,South-East Asia,2000,56.1
NPL,South-East Asia,2001,56.7
NPL,South-East Asia,2002,57.0
NPL,South-East Asia,2003,57.7
NPL,South-East Asia,2004,58.0
NPL,South-East Asia,2005,58.5
NPL,South-East Asia,2006,58.8
NPL,South-East Asia,2007,59.1
NPL,South-East Asia,2008,59.3
NPL,South-East Asia,2009,59.5
NPL,South-East Asia,2010,59.7
NPL,South-East Asia,2011,59.9
NPL,South-East Asia,2012,60.0
NPL,South-East Asia,2013,60.2
NPL,South-East Asia,2014,60.5
NPL,South-East Asia,2015,60.1
NPL,South-East Asia,2016,60.8
NPL,South-East Asia,2017,61.1
NPL,South-East Asia,2018,61.3
NPL,South-East Asia,2019,61.5
NPL,South-East Asia,2020,61.1
NPL,South-East Asia,2021,60.2
NZL,Western Pacific,2000,67.3
NZL,Western Pacific,2001,67.2
NZL,Western Pacific,2002,67.4
NZL,Western Pacific,2003,67.7
NZL,Western Pacific,2004,67.8
NZL,Western Pacific,2005,68.4
NZL,Western Pacific,2006,68.4
NZL,Western Pacific,2007,68.5
NZL,Western Pacific,2008,68.7
NZL,Western Pacific,2009,68.9
NZL,Western Pacific,2010,69.2
NZL,Western Pacific,2011,69.0
NZL,Western Pacific,2012,69.3
NZL,Western Pacific,2013,69.4
NZL,Western Pacific,2014,69.3
NZL,Western Pacific,2015,69.4
NZL,Western Pacific,2016,69.7
NZL,Western Pacific,2017,69.3
NZL,Western Pacific,2018,69.7
NZL,Western Pacific,2019,69.7
NZL,Western Pacific,2020,70.2
NZL,Western Pacific,2021,70.0
OMN,Eastern Mediterranean,2000,62.5
OMN,Eastern Mediterranean,2001,62.9
OMN,Eastern Mediterranean,2002,63.1
OMN,Eastern Mediterranean,2003,63.3
OMN,Eastern Mediterranean,2004,63.6
OMN,Eastern Mediterranean,2005,63.8
OMN,Eastern Mediterranean,2006,63.9
OMN,Eastern Mediterranean,2007,63.8
OMN,Eastern Mediterranean,2008,63.8
OMN,Eastern Mediterranean,2009,63.6
OMN,Eastern Mediterranean,2010,63.6
OMN,Eastern Mediterranean,2011,63.9
OMN,Eastern Mediterranean,2012,64.2
OMN,Eastern Mediterranean,2013,64.5
OMN,Eastern Mediterranean,2014,64.5
OMN,Eastern Mediterranean,2015,64.4
OMN,Eastern Mediterranean,2016,64.4
OMN,Eastern Mediterranean,2017,64.7
OMN,Eastern Mediterranean,2018,65.3
OMN,Eastern Mediterranean,2019,65.5
OMN,Eastern Mediterranean,2020,64.4
OMN,Eastern Mediterranean,2021,63.2
PAK,Eastern Mediterranean,2000,53.2
PAK,Eastern Mediterranean,2001,53.4
PAK,Eastern Mediterranean,2002,53.6
PAK,Eastern Mediterranean,2003,53.8
PAK,Eastern Mediterranean,2004,54.1
PAK,Eastern Mediterranean,2005,53.7
PAK,Eastern Mediterranean,2006,54.6
PAK,Eastern Mediterranean,2007,54.8
PAK,Eastern Mediterranean,2008,55.1
PAK,Eastern Mediterranean,2009,55.3
PAK,Eastern Mediterranean,2010,55.4
PAK,Eastern Mediterranean,2011,55.8
PAK,Eastern Mediterranean,2012,56.0
PAK,Eastern Mediterranean,2013,56.2
PAK,Eastern Mediterranean,2014,56.5
PAK,Eastern Mediterranean,2015,56.7
PAK,Eastern Mediterranean,2016,57.0
PAK,Eastern Mediterranean,2017,57.3
PAK,Eastern Mediterranean,2018,57.6
PAK,Eastern Mediterranean,2019,57.8
PAK,Eastern Mediterranean,2020,56.9
PAK,Eastern Mediterranean,2021,56.9
PAN,Americas,2000,66.2
PAN,Americas,2001,66.2
PAN,Americas,2002,66.4
PAN,Americas,2003,66.3
PAN,Americas,2004,66.5
PAN,Americas,2005,66.5
PAN,Americas,2006,66.7
PAN,Americas,2007,66.8
PAN,Americas,2008,66.8
PAN,Americas,2009,66.9
PAN,Americas,2010,66.8
PAN,Americas,2011,67.2
PAN,Americas,2012,67.1
PAN,Americas,2013,67.3
PAN,Americas,2014,67.4
PAN,Americas,2015,67.7
PAN,Americas,2016,67.8
PAN,Americas,2017,67.8
PAN,Americas,2018,68.1
PAN,Americas,2019,68.3
PAN,Americas,2020,66.9
PAN,Americas,2021,66.7
PER,Americas,2000,65.4
PER,Americas,2001,66.1
PER,Americas,2002,66.3
PER,Americas,2003,66.5
PER,Americas,2004,67.0
PER,Americas,2005,67.5
PER,Americas,2006,67.9
PER,Americas,2007,68.4
PER,Americas,2008,68.6
PER,Americas,2009,68.1
PER,Americas,2010,68.2
PER,Americas,2011,68.5
PER,Americas,2012,68.8
PER,Americas,2013,69.2
PER,Americas,2014,69.6
PER,Americas,2015,69.9
PER,Americas,2016,69.8
PER,Americas,2017,69.2
PER,Americas,2018,68.9
PER,Americas,2019,68.4
PER,Americas,2020,63.9
PER,Americas,2021,63.0
PHL,Western Pacific,2000,61.2
PHL,Western Pacific,2001,61.0
PHL,Western Pacific,2002,60.9
PHL,Western Pacific,2003,61.1
PHL,Western Pacific,2004,60.9
PHL,Western Pacific,2005,61.0
PHL,Western Pacific,2006,60.9
PHL,Western Pacific,2007,61.2
PHL,Western Pacific,2008,61.2
PHL,Western Pacific,2009,61.1
PHL,Western Pacific,2010,61.3
PHL,Western Pacific,2011,61.4
PHL,Western Pacific,2012,61.3
PHL,Western Pacific,2013,61.2
PHL,Western Pacific,2014,61.5
PHL,Western Pacific,2015,61.3
PHL,Western Pacific,2016,61.1
PHL,Western Pacific,2017,61.4
PHL,Western Pacific,2018,61.4
PHL,Western Pacific,2019,61.3
PHL,Western Pacific,2020,61.3
PHL,Western Pacific,2021,58.8
PNG,Western Pacific,2000,55.6
PNG,Western Pacific,2001,55.6
PNG,Western Pacific,2002,55.7
PNG,Western Pacific,2003,55.8
PNG,Western Pacific,2004,55.9
PNG,Western Pacific,2005,56.0
PNG,Western Pacific,2006,56.0
PNG,Western Pacific,2007,56.3
PNG,Western Pacific,2008,56.5
PNG,Western Pacific,2009,56.7
PNG,Western Pacific,2010,56.9
PNG,Western Pacific,2011,57.1
PNG,Western Pacific,2012,57.2
PNG,Western Pacific,2013,57.5
PNG,Western Pacific,2014,57.7
PNG,Western Pacific,2015,57.9
PNG,Western Pacific,2016,58.1
PNG,Western Pacific,2017,58.2
PNG,Western Pacific,2018,58.3
PNG,Western Pacific,2019,58.5
PNG,Western Pacific,2020,58.2
PNG,Western Pacific,2021,57.5
POL,Europe,2000,64.2
POL,Europe,2001,64.5
POL,Europe,2002,64.8
POL,Europe,2003,64.9
POL,Europe,2004,65.1
POL,Europe,2005,65.2
POL,Europe,2006,65.4
POL,Europe,2007,65.4
POL,Europe,2008,65.7
POL,Europe,2009,65.9
POL,Europe,2010,66.3
POL,Europe,2011,66.6
POL,Europe,2012,66.7
POL,Europe,2013,66.9
POL,Europe,2014,67.4
POL,Europe,2015,67.3
POL,Europe,2016,67.5
POL,Europe,2017,67.5
POL,Europe,2018,67.4
POL,Europe,2019,67.6
POL,Europe,2020,66.4
POL,Europe,2021,65.5
PRI,Americas,2000,66.2
PRI,Americas,2001,66.2
PRI,Americas,2002,66.8
PRI,Americas,2003,67.0
PRI,Americas,2004,67.1
PRI,Americas,2005,67.2
PRI,Americas,2006,67.5
PRI,Americas,2007,67.7
PRI,Americas,2008,67.9
PRI,Americas,2009,67.8
PRI,Americas,2010,68.3
PRI,Americas,2011,68.0
PRI,Americas,2012,68.5
PRI,Americas,2013,68.6
PRI,Americas,2014,69.0
PRI,Americas,2015,69.4
PRI,Americas,2016,69.2
PRI,Americas,2017,67.8
PRI,Americas,2018,69.6
PRI,Americas,2019,69.4
PRI,Americas,2020,68.9
PRI,Americas,2021,68.8
PRK,South-East Asia,2000,55.9
PRK,South-East Asia,2001,56.0
PRK,South-East Asia,2002,56.2
PRK,South-East Asia,2003,61.9
PRK,South-East Asia,2004,62.0
PRK,South-East Asia,2005,62.2
PRK,South-East Asia,2006,62.2
PRK,South-East Asia,2007,62.2
PRK,South-East Asia,2008,62.4
PRK,South-East Asia,2009,62.4
PRK,South-East Asia,2010,62.6
PRK,South-East Asia,2011,62.8
PRK,South-East Asia,2012,63.0
PRK,South-East Asia,2013,63.3
PRK,South-East Asia,2014,63.5
PRK,South-East Asia,2015,63.8
PRK,South-East Asia,2016,63.9
PRK,South-East Asia,2017,64.2
PRK,South-East Asia,2018,64.3
PRK,South-East Asia,2019,64.5
PRK,South-East Asia,2020,64.6
PRK,South-East Asia,2021,64.7
PRT,Europe,2000,66.1
PRT,Europe,2001,66.3
PRT,Europe,2002,66.5
PRT,Europe,2003,66.6
PRT,Europe,2004,67.2
PRT,Europe,2005,67.1
PRT,Europe,2006,67.7
PRT,Europe,2007,67.8
PRT,Europe,2008,68.0
PRT,Europe,2009,68.2
PRT,Europe,2010,68.5
PRT,Europe,2011,68.9
PRT,Europe,2012,68.9
PRT,Europe,2013,69.3
PRT,Europe,2014,69.6
PRT,Europe,2015,69.7
PRT,Europe,2016,69.7
PRT,Europe,2017,69.9
PRT,Europe,2018,69.8
PRT,Europe,2019,70.1
PRT,Europe,2020,69.4
PRT,Europe,2021,69.5
PRY,Americas,2000,64.4
PRY,Americas,2001,64.7
PRY,Americas,2002,64.8
PRY,Americas,2003,64.7
PRY,Americas,2004,64.4
PRY,Americas,2005,64.6
PRY,Americas,2006,64.6
PRY,Americas,2007,64.7
PRY,Americas,2008,64.7
PRY,Americas,2009,64.6
PRY,Americas,2010,64.5
PRY,Americas,2011,64.7
PRY,Americas,2012,64.9
PRY,Americas,2013,64.8
PRY,Americas,2014,65.0
PRY,Americas,2015,64.9
PRY,Americas,2016,64.7
PRY,Americas,2017,65.1
PRY,Americas,2018,65.0
PRY,Americas,2019,64.9
PRY,Americas,2020,64.9
PRY,Americas,2021,60.9
PSE,Eastern Mediterranean,2000,60.6
PSE,Eastern Mediterranean,2001,60.1
PSE,Eastern Mediterranean,2002,59.5
PSE,Eastern Mediterranean,2003,60.3
PSE,Eastern Mediterranean,2004,60.2
PSE,Eastern Mediterranean,2005,61.0
PSE,Eastern Mediterranean,2006,59.9
PSE,Eastern Mediterranean,2007,61.2
PSE,Eastern Mediterranean,2008,59.6
PSE,Eastern Mediterranean,2009,60.0
PSE,Eastern Mediterranean,2010,62.7
PSE,Eastern Mediterranean,2011,62.8
PSE,Eastern Mediterranean,2012,63.0
PSE,Eastern Mediterranean,2013,63.9
PSE,Eastern Mediterranean,2014,63.9
PSE,Eastern Mediterranean,2015,64.2
PSE,Eastern Mediterranean,2016,64.5
PSE,Eastern Mediterranean,2017,64.9
PSE,Eastern Mediterranean,2018,65.1
PSE,Eastern Mediterranean,2019,65.2
PSE,Eastern Mediterranean,2020,64.4
PSE,Eastern Mediterranean,2021,62.9
QAT,Eastern Mediterranean,2000,61.8
QAT,Eastern Mediterranean,2001,61.7
QAT,Eastern Mediterranean,2002,61.7
QAT,Eastern Mediterranean,2003,61.9
QAT,Eastern Mediterranean,2004,62.1
QAT,Eastern Mediterranean,2005,62.3
QAT,Eastern Mediterranean,2006,62.7
QAT,Eastern Mediterranean,2007,63.0
QAT,Eastern Mediterranean,2008,63.4
QAT,Eastern Mediterranean,2009,63.7
QAT,Eastern Mediterranean,2010,64.2
QAT,Eastern Mediterranean,2011,64.8
QAT,Eastern Mediterranean,2012,65.3
QAT,Eastern Mediterranean,2013,65.8
QAT,Eastern Mediterranean,2014,66.4
QAT,Eastern Mediterranean,2015,67.2
QAT,Eastern Mediterranean,2016,67.5
QAT,Eastern Mediterranean,2017,67.7
QAT,Eastern Mediterranean,2018,67.8
QAT,Eastern Mediterranean,2019,67.9
QAT,Eastern Mediterranean,2020,66.6
QAT,Eastern Mediterranean,2021,66.2
ROU,Europe,2000,62.3
ROU,Europe,2001,62.4
ROU,Europe,2002,62.2
ROU,Europe,2003,62.5
ROU,Europe,2004,62.9
ROU,Europe,2005,63.3
ROU,Europe,2006,63.7
ROU,Europe,2007,64.1
ROU,Europe,2008,64.3
ROU,Europe,2009,64.4
ROU,Europe,2010,64.7
ROU,Europe,2011,65.3
ROU,Europe,2012,65.2
ROU,Europe,2013,65.7
ROU,Europe,2014,65.6
ROU,Europe,2015,65.7
ROU,Europe,2016,65.8
ROU,Europe,2017,65.9
ROU,Europe,2018,65.9
ROU,Europe,2019,66.2
ROU,Europe,2020,65.0
ROU,Europe,2021,63.8
RUS,Europe,2000,56.7
RUS,Europe,2001,56.7
RUS,Europe,2002,56.6
RUS,Europe,2003,56.5
RUS,Europe,2004,56.9
RUS,Europe,2005,56.9
RUS,Europe,2006,58.0
RUS,Europe,2007,58.8
RUS,Europe,2008,59.1
RUS,Europe,2009,59.7
RUS,Europe,2010,60.0
RUS,Europe,2011,60.8
RUS,Europe,2012,61.1
RUS,Europe,2013,61.6
RUS,Europe,2014,61.6
RUS,Europe,2015,62.1
RUS,Europe,2016,62.4
RUS,Europe,2017,63.1
RUS,Europe,2018,63.3
RUS,Europe,2019,63.7
RUS,Europe,2020,62.2
RUS,Europe,2021,60.9
RWA,Africa,2000,40.8
RWA,Africa,2001,42.0
RWA,Africa,2002,44.0
RWA,Africa,2003,45.6
RWA,Africa,2004,47.4
RWA,Africa,2005,49.5
RWA,Africa,2006,51.3
RWA,Africa,2007,52.7
RWA,Africa,2008,53.9
RWA,Africa,2009,54.7
RWA,Africa,2010,55.8
RWA,Africa,2011,56.5
RWA,Africa,2012,57.1
RWA,Africa,2013,57.7
RWA,Africa,2014,58.1
RWA,Africa,2015,58.3
RWA,Africa,2016,58.5
RWA,Africa,2017,58.8
RWA,Africa,2018,59.0
RWA,Africa,2019,59.1
RWA,Africa,2020,59.5
RWA,Africa,2021,58.7
SAU,Eastern Mediterranean,2000,61.2
SAU,Eastern Mediterranean,2001,61.4
SAU,Eastern Mediterranean,2002,61.7
SAU,Eastern Mediterranean,2003,61.9
SAU,Eastern Mediterranean,2004,62.1
SAU,Eastern Mediterranean,2005,62.3
SAU,Eastern Mediterranean,2006,62.4
SAU,Eastern Mediterranean,2007,62.7
SAU,Eastern Mediterranean,2008,63.1
SAU,Eastern Mediterranean,2009,63.8
SAU,Eastern Mediterranean,2010,64.5
SAU,Eastern Mediterranean,2011,65.4
SAU,Eastern Mediterranean,2012,66.1
SAU,Eastern Mediterranean,2013,66.3
SAU,Eastern Mediterranean,2014,66.3
SAU,Eastern Mediterranean,2015,66.1
SAU,Eastern Mediterranean,2016,66.0
SAU,Eastern Mediterranean,2017,66.0
SAU,Eastern Mediterranean,2018,66.1
SAU,Eastern Mediterranean,2019,66.2
SAU,Eastern Mediterranean,2020,65.3
SAU,Eastern Mediterranean,2021,65.6
SDN,Eastern Mediterranean,2000,54.1
SDN,Eastern Mediterranean,2001,54.5
SDN,Eastern Mediterranean,2002,54.8
SDN,Eastern Mediterranean,2003,55.1
SDN,Eastern Mediterranean,2004,55.1
SDN,Eastern Mediterranean,2005,56.1
SDN,Eastern Mediterranean,2006,56.5
SDN,Eastern Mediterranean,2007,56.9
SDN,Eastern Mediterranean,2008,57.2
SDN,Eastern Mediterranean,2009,57.5
SDN,Eastern Mediterranean,2010,57.9
SDN,Eastern Mediterranean,2011,58.0
SDN,Eastern Mediterranean,2012,58.5
SDN,Eastern Mediterranean,2013,58.6
SDN,Eastern Mediterranean,2014,58.9
SDN,Eastern Mediterranean,2015,59.1
SDN,Eastern Mediterranean,2016,59.4
SDN,Eastern Mediterranean,2017,59.7
SDN,Eastern Mediterranean,2018,59.9
SDN,Eastern Mediterranean,2019,60.1
SDN,Eastern Mediterranean,2020,59.1
SDN,Eastern Mediterranean,2021,58.5
SEN,Africa,2000,51.0
SEN,Africa,2001,51.5
SEN,Africa,2002,52.0
SEN,Africa,2003,52.8
SEN,Africa,2004,53.5
SEN,Africa,2005,54.2
SEN,Africa,2006,54.8
SEN,Africa,2007,55.5
SEN,Africa,2008,56.1
SEN,Africa,2009,56.6
SEN,Africa,2010,57.0
SEN,Africa,2011,57.4
SEN,Africa,2012,57.7
SEN,Africa,2013,58.0
SEN,Africa,2014,58.3
SEN,Africa,2015,58.7
SEN,Africa,2016,59.0
SEN,Africa,2017,59.3
SEN,Africa,2018,59.6
SEN,Africa,2019,59.9
SEN,Africa,2020,59.6
SEN,Africa,2021,58.9
SGP,Western Pacific,2000,69.4
SGP,Western Pacific,2001,69.9
SGP,Western Pacific,2002,70.0
SGP,Western Pacific,2003,70.3
SGP,Western Pacific,2004,70.8
SGP,Western Pacific,2005,71.0
SGP,Western Pacific,2006,71.4
SGP,Western Pacific,2007,71.1
SGP,Western Pacific,2008,71.4
SGP,Western Pacific,2009,71.9
SGP,Western Pacific,2010,72.1
SGP,Western Pacific,2011,72.3
SGP,Western Pacific,2012,72.5
SGP,Western Pacific,2013,72.6
SGP,Western Pacific,2014,72.8
SGP,Western Pacific,2015,72.9
SGP,Western Pacific,2016,73.3
SGP,Western Pacific,2017,73.3
SGP,Western Pacific,2018,73.5
SGP,Western Pacific,2019,73.8
SGP,Western Pacific,2020,73.8
SGP,Western Pacific,2021,73.6
SLB,Western Pacific,2000,56.3
SLB,Western Pacific,2001,56.3
SLB,Western Pacific,2002,56.4
SLB,Western Pacific,2003,56.4
SLB,Western Pacific,2004,56.5
SLB,Western Pacific,2005,56.6
SLB,Western Pacific,2006,56.6
SLB,Western Pacific,2007,56.6
SLB,Western Pacific,2008,56.9
SLB,Western Pacific,2009,56.9
SLB,Western Pacific,2010,57.1
SLB,Western Pacific,2011,57.2
SLB,Western Pacific,2012,57.4
SLB,Western Pacific,2013,57.5
SLB,Western Pacific,2014,57.6
SLB,Western Pacific,2015,57.7
SLB,Western Pacific,2016,57.8
SLB,Western Pacific,2017,57.9
SLB,Western Pacific,2018,58.0
SLB,Western Pacific,2019,58.1
SLB,Western Pacific,2020,57.9
SLB,Western Pacific,2021,57.4
SLE,Africa,2000,43.1
SLE,Africa,2001,44.1
SLE,Africa,2002,44.4
SLE,Africa,2003,44.6
SLE,Africa,2004,44.8
SLE,Africa,2005,45.1
SLE,Africa,2006,45.5
SLE,Africa,2007,45.9
SLE,Africa,2008,46.6
SLE,Africa,2009,47.2
SLE,Africa,2010,47.9
SLE,Africa,2011,48.5
SLE,Africa,2012,49.1
SLE,Africa,2013,49.7
SLE,Africa,2014,48.8
SLE,Africa,2015,49.6
SLE,Africa,2016,51.2
SLE,Africa,2017,51.6
SLE,Africa,2018,52.2
SLE,Africa,2019,52.6
SLE,Africa,2020,52.6
SLE,Africa,2021,53.1
SLV,Americas,2000,62.0
SLV,Americas,2001,62.1
SLV,Americas,2002,63.3
SLV,Americas,2003,63.1
SLV,Americas,2004,63.3
SLV,Americas,2005,63.4
SLV,Americas,2006,63.6
SLV,Americas,2007,64.0
SLV,Americas,2008,64.2
SLV,Americas,2009,63.9
SLV,Americas,2010,64.4
SLV,Americas,2011,64.4
SLV,Americas,2012,65.0
SLV,Americas,2013,64.7
SLV,Americas,2014,64.0
SLV,Americas,2015,63.1
SLV,Americas,2016,63.8
SLV,Americas,2017,64.0
SLV,Americas,2018,64.6
SLV,Americas,2019,64.4
SLV,Americas,2020,62.6
SLV,Americas,2021,62.2
SOM,Eastern Mediterranean,2000,43.4
SOM,Eastern Mediterranean,2001,43.4
SOM,Eastern Mediterranean,2002,43.5
SOM,Eastern Mediterranean,2003,43.6
SOM,Eastern Mediterranean,2004,43.6
SOM,Eastern Mediterranean,2005,43.9
SOM,Eastern Mediterranean,2006,43.9
SOM,Eastern Mediterranean,2007,44.0
SOM,Eastern Mediterranean,2008,44.3
SOM,Eastern Mediterranean,2009,44.7
SOM,Eastern Mediterranean,2010,43.8
SOM,Eastern Mediterranean,2011,39.2
SOM,Eastern Mediterranean,2012,44.3
SOM,Eastern Mediterranean,2013,46.3
SOM,Eastern Mediterranean,2014,46.8
SOM,Eastern Mediterranean,2015,47.2
SOM,Eastern Mediterranean,2016,47.6
SOM,Eastern Mediterranean,2017,47.8
SOM,Eastern Mediterranean,2018,48.2
SOM,Eastern Mediterranean,2019,48.7
SOM,Eastern Mediterranean,2020,48.6
SOM,Eastern Mediterranean,2021,47.4
SRB,Europe,2000,62.9
SRB,Europe,2001,63.5
SRB,Europe,2002,63.6
